type,excel,json,status,source_file,processed_at
invoice_poc_extractor,C:\Users\INTERN\main_project\Main--main\Unified_PDF_Platform\unified_outputs\invoice (2)_invoice_poc_extractor.xlsx,C:\Users\INTERN\main_project\Main--main\Unified_PDF_Platform\unified_outputs\invoice (2)_invoice_poc_extractor.json,extracted,invoice (2).pdf,2026-03-10T03:50:09
