type,excel,json,status,source_file,processed_at
invoice_poc_extractor,C:\Users\INTERN\main_project\Main--main\Unified_PDF_Platform\unified_outputs\G138770540_1e901a74f3434c779fdfe5f149618d16_invoice_poc_extractor.xlsx,C:\Users\INTERN\main_project\Main--main\Unified_PDF_Platform\unified_outputs\G138770540_1e901a74f3434c779fdfe5f149618d16_invoice_poc_extractor.json,extracted,G138770540_1e901a74f3434c779fdfe5f149618d16.pdf,2026-03-10T01:48:18
