type,excel,json,status,source_file,processed_at
invoice_poc_extractor,C:\Users\INTERN\main_project\Main--main\Unified_PDF_Platform\unified_outputs\E0300YOQS0_invoice_poc_extractor.xlsx,C:\Users\INTERN\main_project\Main--main\Unified_PDF_Platform\unified_outputs\E0300YOQS0_invoice_poc_extractor.json,extracted,E0300YOQS0.pdf,2026-03-10T07:17:01
